1204709.78760, 3,   1.274,  8.229,  5.103
1204709.84836, 1,  39.541170,-119.815055,1421.0, 3,   1.095,  8.171,  5.668, 4,   0.248,  0.136, -0.023, 5,  13.200,-39.600, 40.500, 6, -2449412.243,-4274310.221, 4039734.129, 7,  0.000, 0.000, 0.000, 8, 1632349342000
1204709.90912, 3,   0.877,  7.969,  5.340, 4,  -0.339,  0.395, -0.086, 5,  16.975,-37.137, 36.894
1204709.96988, 3,   0.613,  7.787,  6.149, 4,  -0.582,  0.486, -0.115, 5,  18.300,-36.000, 37.650
1204710.03064, 3,   0.531,  7.164,  6.310, 4,  -0.554,  0.628, -0.126
1204710.09140, 3,   0.495,  7.523,  5.686, 4,  -0.618,  0.665,  0.080, 5,  15.553,-37.195, 36.324
1204710.15216, 3,   0.248,  7.388,  6.825, 4,  -0.231, -0.120,  0.408, 5,  14.917,-37.634, 35.640
1204710.21289, 3,   0.276,  7.121,  6.648, 4,  -0.571,  0.155,  0.207
1204710.27365, 3,   0.387,  6.644,  7.190, 4,  -0.592,  0.415,  0.153, 5,  13.634,-38.116, 34.254
1204710.33441, 3,   0.390,  6.387,  7.402, 4,  -0.428,  0.048,  0.194, 5,  12.646,-38.274, 34.593
1204710.39517, 3,   0.971,  5.730,  7.790, 4,  -0.603,  0.138,  0.021, 5,  11.594,-38.118, 32.596
1204710.45593, 3,  -0.253,  6.641,  6.726, 4,  -0.541,  0.477, -0.427, 5,  12.279,-36.243, 31.903
1204710.51666, 3,  -0.648,  5.977,  8.249, 4,  -0.198,  0.763,  0.199, 5,  14.977,-34.816, 30.545
1204710.57745, 3,  -0.435,  5.698,  7.554, 4,  -0.590,  0.622,  0.228, 5,  14.388,-33.836, 31.821
1204710.63822, 3,  -0.323,  5.673,  8.359, 4,  -0.109,  0.256,  0.024, 5,  15.942,-35.789, 30.182
1204710.69895, 3,  -0.853,  4.674,  8.140, 4,  -1.285,  0.027, -0.138, 5,  16.719,-32.898, 29.747
1204710.75971, 3,  -0.231,  4.641,  7.843, 4,  -1.107, -0.800,  0.303, 5,  14.561,-30.685, 25.420
1204710.82047, 1,  39.541170,-119.815055,1421.0, 3,   0.679,  4.728,  9.279, 4,  -0.028, -0.818,  0.058, 6, -2449412.241,-4274310.223, 4039734.127, 7,  0.000, 0.000, 0.000, 8, 1632349343000
1204710.88123, 3,   0.555,  4.359,  8.377, 4,   0.022, -0.283,  0.058, 5,  12.015,-32.336, 24.203
1204710.94199, 3,   0.586,  4.454,  8.803, 4,   0.017,  0.038,  0.048, 5,  11.476,-31.656, 23.311
1204711.00275, 3,   0.173,  4.758,  8.725, 4,   0.303,  0.064,  0.145
1204711.06348, 3,   0.306,  5.237,  8.164, 4,   0.678, -0.036,  0.073, 5,   9.937,-32.616, 24.232
1204711.12424, 3,   0.770,  5.597,  7.932, 4,   0.626,  0.042,  0.083, 5,  11.670,-34.351, 27.066
1204711.18500, 3,   0.529,  5.863,  7.746, 4,   0.976, -0.105,  0.139, 5,  11.530,-36.458, 28.200
1204711.24576, 3,   0.625,  6.147,  7.623, 4,   0.509, -0.180, -0.046, 5,   9.883,-36.313, 28.705
1204711.30652, 3,   0.801,  6.041,  7.664, 4,   0.371, -0.124, -0.134, 5,  10.225,-37.100, 30.594
1204711.36725, 3,   1.138,  6.073,  7.474, 4,   0.122,  0.001, -0.066, 5,  10.286,-37.108, 31.140
1204711.42801, 3,   0.632,  6.756,  7.494, 4,   0.394,  0.009,  0.161
1204711.48877, 3,   0.615,  6.810,  6.701, 4,   0.537,  0.034,  0.255, 5,   9.468,-39.223, 33.559
1204711.54953, 3,   0.977,  6.629,  6.481, 4,  -0.100,  0.098, -0.093, 5,   9.964,-38.655, 33.434
1204711.61028, 3,   1.186,  5.958,  7.513, 4,  -1.003, -0.166, -0.186
1204711.67104, 3,   1.557,  5.831,  7.623, 4,  -0.585, -0.240, -0.071, 5,  11.711,-36.290, 31.535
1204711.73177, 3,   2.138,  5.751,  6.539, 4,   0.134, -0.350, -0.015, 5,  12.331,-35.115, 28.391
1204711.79256, 3,   2.403,  4.911,  6.029, 4,  -0.245, -0.621, -0.150, 5,  10.793,-34.128, 28.728
1204711.99068, 1,  39.541170,-119.815055,1421.0, 3,   0.811,  6.388, 10.230, 4,  -0.600, -0.246, -0.279, 5,   4.369,-32.797, 24.390, 6, -2449412.254,-4274310.219, 4039734.124, 7,  0.000, 0.000, 0.000, 8, 1632349344000
1204712.03100, 3,   2.013,  5.469,  9.203
1204712.07143, 3,   2.578,  5.036,  7.366, 4,  -0.063,  0.064, -0.281, 5,   4.842,-31.978, 22.899
1204712.11193, 3,   3.832,  4.595,  5.951, 4,   0.369,  0.195, -0.098, 5,   6.000,-32.867, 21.838
1204712.15243, 3,   6.327,  3.922,  3.157, 4,   0.453, -0.131,  0.127
1204712.19295, 3,   7.266,  2.565, -1.787, 4,   0.559, -1.061,  0.377, 5,   4.735,-34.311, 24.504
1204712.23348, 3,   8.805, -2.032, -6.930, 4,   0.906, -3.021,  0.624
1204712.27404, 3,  12.590, -5.226, -0.109, 4,   0.836, -6.724,  1.216, 5,  -0.674,-35.385, 26.250
1204712.31460, 3,  13.230, -4.089,  5.312, 4,   1.614,-10.796,  2.793, 5, -16.930,-35.173, 31.239
1204712.35512, 3,  14.115, -0.687,  8.602, 4,   0.983, -8.523,  4.924, 5, -36.963,-29.333, 46.390
1204712.39562, 3,  17.996,  3.005,  7.740, 4,  -0.964, -3.740,  5.130
1204712.43611, 3,  17.518,  5.900,  3.291, 4,  -0.968, -0.610,  4.533
1204712.47663, 3,  15.435,  7.652, -4.459, 4,   2.076,  0.144,  2.692, 5, -48.270,-15.273, 52.759
1204712.51713, 3,  13.189,  6.659,-12.496, 4,   2.550,  0.632,  1.111, 5, -53.059, -9.613, 56.261
1204712.55762, 3,   8.130,  2.732, -8.088, 4,  -1.715,  1.439, -0.153, 5, -55.696,-10.315, 55.403
1204712.59815, 3,   6.325,  0.223, -1.763, 4,  -1.816, -0.328, -0.801
1204712.63868, 3,  10.610,  1.545, -5.498, 4,  -0.778, -1.476, -1.291
1204712.67917, 3,  13.979,  2.828, -5.019, 4,  -1.032, -0.189, -1.069, 5, -53.314,-13.667, 54.146
1204712.71967, 3,   9.978,  0.266, -1.401, 4,  -0.647, -0.874, -1.330, 5, -50.446,-18.872, 53.999
1204712.76020, 3,  10.108,  2.579, -4.454, 4,  -0.475, -0.908, -1.524, 5, -46.022,-21.893, 54.211
1204712.80069, 3,   7.768, -1.486,  0.002, 4,  -0.564,  0.027, -0.643
1204712.84119, 3,   6.940, -5.169, -6.245, 4,  -0.676, -0.030, -0.479
1204712.88172, 3,  11.771,  0.479, -6.015, 4,  -1.200,  1.410, -0.116, 5, -43.845,-21.992, 55.547
1204712.92222, 3,  15.044, -0.126, -0.061, 4,  -0.045, -0.130,  0.407, 5, -45.610,-23.842, 49.527
1204712.96271, 3,   9.600, -2.707, -4.509, 4,   0.557, -0.942,  0.451, 5, -47.600,-21.429, 53.064
1204713.00321, 3,   2.676, -0.964, -5.541, 4,  -0.694, -2.569,  2.252
1204713.04371, 3,   4.783, -0.416, -2.414, 4,   0.188, -1.426,  2.411
1204713.08423, 3,   7.709,  0.745, -3.650, 4,   0.254,  0.206,  0.188, 5, -50.461,-11.301, 57.906
1204713.12473, 3,  11.446,  1.942, -7.083, 4,  -1.026,  0.778, -0.761, 5, -51.385,-13.544, 57.108
1204713.16526, 3,  11.851,  6.913, -3.748, 4,  -0.867,  1.932, -1.000, 5, -51.410,-17.363, 52.235
1204713.20575, 3,   8.039,  1.205, -3.398, 4,  -0.203,  0.673, -0.588
1204713.24625, 3,  10.361,  1.899, -4.476, 4,  -0.362,  0.324,  0.424
1204713.28675, 3,   9.832,  3.910, -4.464, 4,  -0.386,  0.001, -0.066, 5, -49.879,-14.165, 48.503
1204713.32725, 3,   6.638,  4.708, -3.259, 4,   0.040, -0.282,  0.409, 5, -47.778,-13.570, 47.453
