1209372.09611, 3,   0.923,  5.183,  8.549
1209372.29862, 3,   0.522,  4.810,  8.605, 4,  -0.084, -0.221,  0.045, 5,  -4.449, -1.309,-46.889
1209372.50114, 3,  -0.378,  4.436,  8.642, 4,  -0.097,  0.338,  0.007, 5,  -0.775, -1.085,-47.038
1209372.70368, 3,  -0.807,  4.320,  8.441, 4,  -0.168,  0.442,  0.062, 5,   3.125,  2.066,-45.987
1209372.90617, 1,  39.537867,-119.814242,1369.0, 3,  -1.130,  4.218,  8.944, 4,  -0.130,  0.421, -0.012, 5,   4.475,  2.216,-46.663, 6, -2449447.705,-4274512.748, 4039418.220, 7,  0.081, 0.152, 0.208, 8, 1632354005000
1209373.10874, 3,  -1.172,  3.849,  8.936, 4,  -0.023, -0.018,  0.301, 5,   5.824,  2.740,-44.862
1209373.31129, 3,  -0.992,  3.596,  9.033, 4,  -0.321,  0.188,  0.143, 5,   7.925,  3.716,-45.313
1209373.51380, 3,  -0.602,  3.781,  8.988, 4,   0.050, -0.192,  0.023, 5,   7.025,  3.416,-46.663
1209373.71638, 3,  -0.400,  4.059,  9.144, 4,   0.162, -0.164,  0.108, 5,   4.851,  2.367,-46.887
1209373.91894, 1,  39.537884,-119.814241,1369.0, 3,  -1.140,  2.650,  9.266, 4,  -0.344,  0.377,  0.201, 5,   6.876,  3.566,-46.439, 6, -2449447.055,-4274511.802, 4039419.606, 7,  0.000, 0.000, 0.000, 8, 1632354006000
1209374.12139, 3,  -0.604,  2.724,  9.301, 4,  -0.488, -0.029,  0.217, 5,   7.176,  7.765,-45.389
1209374.32387, 3,  -1.027,  3.298,  9.256, 4,   0.298, -0.112, -0.267, 5,   8.751,  6.566,-44.788
1209374.52642, 3,  -1.346,  3.443,  9.083, 4,   0.157,  0.244, -0.190, 5,   9.125,  6.041,-45.688
1209374.72896, 3,  -1.026,  3.075,  9.542, 4,   0.042, -0.051, -0.076, 5,   9.351,  9.265,-45.088
1209374.93154, 3,  -1.423,  2.357,  9.152, 4,  -0.481,  0.174,  0.100
1209375.13402, 1,  39.537889,-119.814243,1369.0, 3,  -0.367,  1.797,  9.587, 4,  -0.332, -0.372, -0.528, 5,   6.876, 13.841,-45.088, 6, -2449447.003,-4274511.352, 4039420.111, 7,  0.000, 0.000, 0.000, 8, 1632354007000
1209375.33652, 3,   0.270,  3.369,  8.948, 4,   0.355, -0.474,  0.306, 5,   3.275, 14.142,-45.464
1209375.53907, 3,   0.510,  2.620,  9.195, 4,   0.421, -0.272,  0.219, 5,   1.100,  7.466,-45.462
1209375.74165, 3,   1.290,  2.498,  8.314, 4,  -0.237,  0.102, -0.019, 5,   1.700,  8.966,-46.439
1209376.48804, 1,  39.537886,-119.814233,1369.0, 3,   7.689, -2.317, -2.036, 4,   1.166,  0.987,  1.887, 5, -13.976, 42.790,-20.938, 6, -2449446.433,-4274511.950, 4039419.826, 7,  0.000, 0.000, 0.000, 8, 1632354008000
1209376.65015, 3,   8.087, -7.157,  3.919, 4,  -0.475, -0.752, -1.285, 5, -16.901, 40.166,-19.363
1209376.81217, 3,  11.295, -3.819,  2.013, 4,   0.064,  0.098,  0.254, 5, -22.675, 38.066,-19.588
1209376.97418, 3,   4.677, -3.670,  1.086, 4,   0.327, -0.670, -0.425, 5, -27.475, 33.865,-18.237
1209377.13623, 3,  10.692, -5.942,  2.381, 5, -17.575, 41.516,-18.387
1209377.29822, 3,   4.784, -8.155, -0.204, 4,   0.049,  0.333,  2.107
1209377.46027, 3,   4.740, -8.015,  0.744, 4,  -0.238, -0.106,  0.356, 5,  -8.275, 44.366,-15.762
1209377.62226, 3,   4.426, -5.276,  0.144, 4,  -0.190, -0.237,  1.370, 5,  -5.725, 46.165,-12.312
1209377.78430, 1,  39.537888,-119.814230,1370.0, 3,  -2.778,-13.470,  0.455, 4,  -0.089, -0.891,  2.328, 5,  19.850, 41.666,-15.988, 6, -2449446.499,-4274512.676, 4039420.594, 7,  0.000, 0.000, 0.000, 8, 1632354010000
1209377.94632, 3,  -0.676, -9.223,  0.412, 5,  17.676, 42.340,-18.463
1209378.10837, 3,  -0.741, -9.768,  0.233, 4,   0.068, -0.110, -0.225, 5,  17.976, 41.367,-17.863
1209378.27039, 3,  -0.530, -9.795,  0.465, 4,  -0.000,  0.100, -0.037
1209378.43241, 3,  -0.760, -9.817,  0.400, 4,   0.025, -0.093, -0.001, 5,  17.300, 42.715,-17.563
1209378.59439, 3,  -0.696, -9.853,  0.380, 4,   0.022,  0.018,  0.007, 5,  17.001, 42.566,-18.687
1209378.75644, 3,  -0.415, -9.897,  0.370, 5,  16.701, 42.041,-17.638
1209378.91846, 3,  -0.699, -9.824,  0.375, 4,  -0.031,  0.045, -0.036, 5,  18.126, 41.815,-16.812
1209379.08048, 3,  -0.531, -9.830,  0.418, 4,  -0.032,  0.014, -0.035
1209379.24249, 3,  -0.609, -9.824,  0.409, 4,   0.007,  0.007, -0.008, 5,  17.676, 41.666,-17.488
1209379.40454, 3,  -0.593, -9.832,  0.418, 4,   0.020,  0.009,  0.017, 5,  17.076, 42.041,-18.237
1209379.56653, 3,  -0.583, -9.856,  0.375, 5,  17.676, 42.340,-17.938
1209379.72861, 3,  -0.556, -9.843,  0.324, 4,   0.022,  0.017,  0.024, 5,  18.126, 42.041,-17.113
1209379.89060, 3,  -0.531, -9.846,  0.412, 4,   0.002,  0.012,  0.004
1209380.05264, 3,  -0.548, -9.841,  0.388, 4,   0.006,  0.013,  0.006, 5,  17.599, 41.666,-18.613
1209380.21463, 3,  -0.609, -9.834,  0.400, 4,  -0.001, -0.006,  0.001, 5,  16.550, 42.191,-17.038
1209380.37668, 3,  -0.620, -9.850,  0.370, 5,  17.375, 42.566,-16.963
1209380.53876, 3,  -0.657, -9.813,  0.453, 4,  -0.016,  0.001, -0.014, 5,  17.451, 41.141,-18.388
1209380.70081, 3,  -0.605, -9.841,  0.431, 4,   0.006,  0.005,  0.004
1209380.86279, 3,  -0.592, -9.840,  0.400, 4,   0.004,  0.000,  0.001, 5,  16.551, 41.591,-18.463
1209381.02481, 3,  -0.611, -9.831,  0.428, 4,  -0.005,  0.001, -0.007, 5,  17.000, 41.365,-17.412
1209381.18683, 3,  -0.617, -9.831,  0.439, 5,  16.400, 41.740,-17.712
1209381.34885, 3,  -0.589, -9.844,  0.399, 4,   0.005, -0.007,  0.003, 5,  17.300, 42.041,-18.013
1209381.51090, 3,  -0.591, -9.835,  0.434, 4,   0.001,  0.002, -0.001, 5,  16.850, 42.116,-17.339
1209381.67288, 3,  -0.572, -9.841,  0.418, 4,  -0.001,  0.002, -0.001
1209381.83493, 3,  -0.589, -9.838,  0.412, 4,  -0.006,  0.003, -0.002, 5,  17.001, 42.116,-18.764
1209381.99698, 3,  -0.593, -9.841,  0.428, 5,  17.450, 42.416,-18.237
1209382.15894, 3,  -0.575, -9.836,  0.394, 4,  -0.002,  0.005,  0.001, 5,  18.126, 41.066,-17.938
1209382.32102, 3,  -0.623, -9.837,  0.410, 4,  -0.008, -0.007, -0.002, 5,  17.226, 40.541,-17.712
1209382.48303, 3,  -0.562, -9.836,  0.409, 4,   0.003,  0.007,  0.004
1209382.64505, 3,  -0.609, -9.844,  0.401, 4,   0.004, -0.003,  0.001, 5,  16.776, 43.091,-17.638
1209382.80707, 3,  -0.627, -9.835,  0.433, 5,  18.350, 41.666,-16.887
1209382.96912, 3,  -0.583, -9.840,  0.436, 4,   0.003, -0.006,  0.001, 5,  17.226, 42.116,-18.013
1209383.13117, 3,  -0.607, -9.835,  0.440, 4,   0.008,  0.004,  0.005, 5,  17.151, 42.116,-17.412
1209383.29321, 3,  -0.623, -9.835,  0.441, 4,   0.007,  0.004,  0.004
1209383.45520, 3,  -0.650, -9.836,  0.453, 4,   0.005,  0.006,  0.004, 5,  17.300, 41.666,-19.138
1209383.61719, 3,  -0.651, -9.797,  0.445, 5,  17.900, 42.191,-18.463
1209383.77922, 3,  -0.644, -9.734,  0.338, 4,   0.041,  0.100,  0.014, 5,  18.651, 42.191,-17.339
1209383.94121, 3,  -0.547, -9.855,  0.966, 4,   0.096, -0.071,  0.036, 5,  18.800, 41.815,-20.787
1209384.10326, 3,  -0.419, -9.865,  0.822, 4,   0.045,  0.192, -0.003, 5,  18.275, 40.466,-18.913
1209384.26524, 3,  -0.099, -9.795,  0.630, 4,   0.060,  0.139,  0.219
1209384.42729, 3,   0.228, -9.882,  0.252, 5,  21.426, 39.342,-18.312
1209384.58931, 3,  -0.780,-10.687, -1.003, 4,  -0.194,  0.310,  0.184, 5,  23.750, 40.091,-14.787
